customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,age_group,monthly_spend_category,tenure_group,high_value_customer,cltv_segment,churn_risk,payment_mode,internet_category,service_count,engagement_score,customer_status,location,avg_revenue_per_month,coordinates,churn_reason_category,loyalty_level,customer_segment
1680-VDCWW,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,Male,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,No,0,77,5279,Attitude of support person,Adult,Low,0-12 Months,Yes,Gold,High,Online,No Internet,1,62.59,Active,"Los Angeles, California",16.854166666666668,"(34.017697, -118.200577)",Churned,New,VIP At Risk
3638-WEABW,1,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333,Female,No,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,No,0,53,6407,Attitude of support person,Adult,Medium,48-72 Months,Yes,Platinum,Medium,Online,DSL,4,107.27,Active,"Los Angeles, California",60.432758620689654,"(34.046174, -118.446333)",Churned,Loyal,VIP
6322-HRPFA,1,United States,California,Los Angeles,90026,"34.078991, -118.263804",34.078991,-118.263804,Male,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,No,0,79,4986,Attitude of support person,Adult,Medium,48-72 Months,Yes,Gold,High,Online,DSL,4,89.46000000000001,Active,"Los Angeles, California",60.61836734693878,"(34.078991, -118.263804)",Churned,Loyal,VIP At Risk
6865-JZNKO,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,No,0,65,2725,Attitude of support person,Adult,Medium,24-48 Months,No,Bronze,Medium,Online,DSL,3,54.25,Active,"Los Angeles, California",51.019999999999996,"(34.127194, -118.295647)",Churned,Regular,Standard
5248-YGIJN,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,0,21,5974,Attitude of support person,Adult,High,48-72 Months,Yes,Platinum,Low,Online,DSL,8,128.54,Active,"Los Angeles, California",88.46458333333334,"(34.085807, -118.206617)",Churned,Highly Loyal,VIP
3841-NFECX,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No,0,38,5309,Attitude of support person,Senior Citizen,High,48-72 Months,Yes,Gold,Low,Online,Fiber,6,111.49000000000001,Active,"Los Angeles, California",95.30915492957746,"(34.050198, -118.210946)",Churned,Highly Loyal,VIP
4929-XIHVW,1,United States,California,Los Angeles,90034,"34.030578, -118.399613",34.030578,-118.399613,Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,0,69,4449,Attitude of support person,Senior Citizen,High,0-12 Months,No,Silver,Medium,Online,Fiber,4,65.29,Active,"Los Angeles, California",90.825,"(34.030578, -118.399613)",Churned,New,Standard
6827-IEAUQ,1,United States,California,Los Angeles,90035,"34.051809, -118.383843",34.051809,-118.383843,Female,No,Yes,No,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No,0,66,3213,Attitude of support person,Adult,Medium,24-48 Months,No,Bronze,Medium,Offline,DSL,5,67.93,Active,"Los Angeles, California",69.42407407407407,"(34.051809, -118.383843)",Churned,Regular,Standard
7310-EGVHZ,1,United States,California,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No,0,77,5526,Attitude of support person,Adult,Low,0-12 Months,Yes,Platinum,High,Online,No Internet,1,60.66,Active,"Los Angeles, California",20.2,"(34.070291, -118.349191)",Churned,New,VIP At Risk
3413-BMNZE,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,0,40,3144,Attitude of support person,Senior Citizen,Medium,0-12 Months,No,Bronze,Low,Online,DSL,1,36.84,Active,"Los Angeles, California",45.25,"(34.002642, -118.287596)",Churned,New,Standard
6234-RAAPL,1,United States,California,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,0,79,5915,Attitude of support person,Adult,High,48-72 Months,Yes,Platinum,High,Online,Fiber,6,117.94999999999999,Active,"Los Angeles, California",100.71805555555555,"(34.088017, -118.327168)",Churned,Highly Loyal,VIP At Risk
6572-ADKRS,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,Female,No,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,0,41,3395,Attitude of support person,Adult,High,24-48 Months,No,Bronze,Low,Online,Fiber,2,62.35000000000001,Active,"Los Angeles, California",77.13695652173914,"(33.994524, -118.149953)",Churned,Loyal,Standard
8865-TNMNX,1,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,Male,No,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,0,22,2392,Attitude of support person,Adult,Medium,0-12 Months,No,Bronze,Low,Offline,DSL,2,37.92,Active,"Los Angeles, California",47.57,"(33.988543, -118.334081)",Churned,New,Standard
9489-DEDVP,1,United States,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,0,25,4715,Attitude of support person,Adult,Medium,48-72 Months,Yes,Gold,Low,Online,DSL,5,100.15,Active,"Los Angeles, California",69.605,"(33.952714, -118.292061)",Churned,Highly Loyal,VIP
9867-JCZSP,1,United States,California,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447,Female,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,No,0,64,3646,Attitude of support person,Adult,Low,12-24 Months,No,Silver,Medium,Offline,No Internet,1,48.260000000000005,Active,"Los Angeles, California",24.602941176470587,"(33.954017, -118.402447)",Churned,Regular,Standard
4671-VJLCL,1,United States,California,Los Angeles,90046,"34.108455, -118.362081",34.108455,-118.362081,Female,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,0,70,4595,Attitude of support person,Adult,High,48-72 Months,Yes,Gold,Medium,Online,DSL,7,106.15,Active,"Los Angeles, California",77.16587301587302,"(34.108455, -118.362081)",Churned,Highly Loyal,VIP
4080-IIARD,1,United States,California,Los Angeles,90047,"33.958149, -118.308441",33.958149,-118.308441,Female,No,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,0,41,2569,Attitude of support person,Adult,High,12-24 Months,No,Bronze,Low,Online,DSL,6,60.89,Active,"Los Angeles, California",75.49615384615385,"(33.958149, -118.308441)",Churned,Regular,Standard
3714-NTNFO,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,Female,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,0,71,6434,Attitude of support person,Adult,High,48-72 Months,Yes,Platinum,Medium,Online,Fiber,3,98.94,Active,"Los Angeles, California",79.72857142857143,"(34.072945, -118.37267)",Churned,Loyal,VIP
5948-UJZLF,1,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,Male,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,No,0,57,3805,Attitude of support person,Adult,Medium,0-12 Months,No,Silver,Medium,Offline,DSL,2,48.849999999999994,Active,"Los Angeles, California",48.5,"(34.091829, -118.491244)",Churned,New,Standard
7639-LIAYI,1,United States,California,Los Angeles,90057,"34.061918, -118.277939",34.061918,-118.277939,Male,No,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,0,49,4142,Attitude of support person,Adult,High,48-72 Months,No,Silver,Medium,Online,DSL,6,92.22,Active,"Los Angeles, California",81.11153846153846,"(34.061918, -118.277939)",Churned,Loyal,Standard
2954-PIBKO,1,United States,California,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,Female,No,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,0,62,5128,Attitude of support person,Adult,Medium,48-72 Months,Yes,Gold,Medium,Online,DSL,5,103.88,Active,"Los Angeles, California",61.6536231884058,"(34.001617, -118.222274)",Churned,Highly Loyal,VIP
8012-SOUDQ,1,United States,California,Los Angeles,90059,"33.927254, -118.249826",33.927254,-118.249826,Female,Yes,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,0,52,2223,Attitude of support person,Senior Citizen,High,24-48 Months,No,Bronze,Medium,Online,Fiber,4,59.43000000000001,Active,"Los Angeles, California",89.27325581395348,"(33.927254, -118.249826)",Churned,Loyal,Standard
6575-SUVOI,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,Female,Yes,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,0,25,3154,Attitude of support person,Senior Citizen,Medium,24-48 Months,No,Bronze,Low,Online,DSL,5,66.53999999999999,Active,"Los Angeles, California",70.10600000000001,"(34.003553, -118.308933)",Churned,Regular,Standard
4667-QONEA,1,United States,California,Los Angeles,90064,"34.037251, -118.423573",34.037251,-118.423573,Female,Yes,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,0,59,5153,Attitude of support person,Senior Citizen,High,48-72 Months,Yes,Gold,Medium,Online,DSL,6,105.53,Active,"Los Angeles, California",74.27250000000001,"(34.037251, -118.423573)",Churned,Loyal,VIP
8769-KKTPH,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,Female,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,No,0,79,4572,Attitude of support person,Adult,High,48-72 Months,Yes,Gold,High,Online,Fiber,5,95.92,Active,"Los Angeles, California",100.17777777777778,"(34.002028, -118.430656)",Churned,Highly Loyal,VIP At Risk
5067-XJQFU,1,United States,California,Los Angeles,90067,"34.057496, -118.413959",34.057496,-118.413959,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No,0,74,4582,Attitude of support person,Senior Citizen,High,48-72 Months,Yes,Gold,High,Online,Fiber,7,107.22,Active,"Los Angeles, California",107.21742424242424,"(34.057496, -118.413959)",Churned,Highly Loyal,VIP At Risk
3957-SQXML,1,United States,California,Los Angeles,90068,"34.137411, -118.328915",34.137411,-118.328915,Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,No,0,62,5408,Attitude of support person,Adult,Low,24-48 Months,Yes,Platinum,Medium,Online,No Internet,2,77.68,Active,"Los Angeles, California",26.302941176470586,"(34.137411, -118.328915)",Churned,Regular,VIP
5954-BDFSG,1,United States,California,West Hollywood,90069,"34.093781, -118.381061",34.093781,-118.381061,Female,No,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,No,0,53,4708,Attitude of support person,Adult,High,48-72 Months,Yes,Gold,Medium,Online,Fiber,6,105.88,Active,"West Hollywood, California",109.07916666666667,"(34.093781, -118.381061)",Churned,Highly Loyal,VIP
0434-CSFON,1,United States,California,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,Female,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,No,0,70,4488,Attitude of support person,Adult,High,24-48 Months,No,Silver,Medium,Online,Fiber,5,88.68,Active,"Los Angeles, California",100.15106382978725,"(34.052917, -118.255178)",Churned,Loyal,Standard
1215-FIGMP,1,United States,California,Los Angeles,90077,"34.102084, -118.451629",34.102084,-118.451629,Male,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,No,0,35,6292,Attitude of support person,Adult,High,48-72 Months,Yes,Platinum,Low,Online,Fiber,4,106.92,Active,"Los Angeles, California",90.845,"(34.102084, -118.451629)",Churned,Loyal,VIP
0526-SXDJP,1,United States,California,Bell,90201,"33.970343, -118.171368",33.970343,-118.171368,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,No,0,29,6091,Attitude of support person,Adult,Medium,48-72 Months,Yes,Platinum,Low,Online,DSL,3,104.71,Active,"Bell, California",41.138888888888886,"(33.970343, -118.171368)",Churned,Highly Loyal,VIP
0557-ASKVU,1,United States,California,Beverly Hills,90210,"34.099891, -118.414338",34.099891,-118.414338,Female,No,Yes,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,0,33,4948,Attitude of support person,Adult,Medium,12-24 Months,Yes,Gold,Low,Online,DSL,3,71.67999999999999,Active,"Beverly Hills, California",53.172222222222224,"(34.099891, -118.414338)",Churned,Regular,VIP
5122-CYFXA,1,United States,California,Beverly Hills,90212,"34.062095, -118.401508",34.062095,-118.401508,Female,No,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No,0,35,5387,Attitude of support person,Adult,High,0-12 Months,Yes,Platinum,Low,Online,DSL,5,80.07,Active,"Beverly Hills, California",81.36666666666666,"(34.062095, -118.401508)",Churned,New,VIP
8627-ZYGSZ,1,United States,California,Compton,90220,"33.88151, -118.234451",33.88151,-118.234451,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,No,0,61,3817,Attitude of support person,Adult,High,24-48 Months,No,Silver,Medium,Online,Fiber,3,71.97,Active,"Compton, California",77.66702127659575,"(33.88151, -118.234451)",Churned,Loyal,Standard
3410-YOQBQ,1,United States,California,Compton,90221,"33.885811, -118.206459",33.885811,-118.206459,Female,No,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No,0,78,4984,Attitude of support person,Adult,High,24-48 Months,Yes,Gold,High,Offline,DSL,6,92.24000000000001,Active,"Compton, California",80.55483870967741,"(33.885811, -118.206459)",Churned,Regular,VIP At Risk
3170-NMYVV,1,United States,California,Compton,90222,"33.912246, -118.236773",33.912246,-118.236773,Female,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,No,0,20,5849,Attitude of support person,Adult,Low,48-72 Months,Yes,Platinum,Low,Online,No Internet,1,83.49000000000001,Active,"Compton, California",18.618,"(33.912246, -118.236773)",Churned,Loyal,VIP
7410-OIEDU,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,Male,No,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No,0,38,5983,Attitude of support person,Adult,High,0-12 Months,Yes,Platinum,Low,Offline,Fiber,3,78.83,Active,"Culver City, California",88.735,"(33.993991, -118.39704)",Churned,New,VIP
2273-QCKXA,1,United States,California,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,0,30,3178,Attitude of support person,Adult,Medium,0-12 Months,No,Bronze,Low,Offline,DSL,2,42.18,Active,"Culver City, California",49.05,"(34.019323, -118.391902)",Churned,New,Standard
0731-EBJQB,1,United States,California,Downey,90240,"33.956228, -118.120993",33.956228,-118.120993,Female,No,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,No,0,26,5482,Attitude of support person,Adult,Low,48-72 Months,Yes,Platinum,Low,Online,No Internet,1,80.62,Active,"Downey, California",20.974038461538463,"(33.956228, -118.120993)",Churned,Loyal,VIP
1891-QRQSA,1,United States,California,Downey,90241,"33.940884, -118.128628",33.940884,-118.128628,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,No,0,69,4881,Attitude of support person,Senior Citizen,High,48-72 Months,Yes,Gold,Medium,Online,Fiber,7,109.41,Active,"Downey, California",110.921875,"(33.940884, -118.128628)",Churned,Highly Loyal,VIP
8028-PNXHQ,1,United States,California,Downey,90242,"33.921793, -118.140588",33.921793,-118.140588,Male,No,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,0,33,4444,Attitude of support person,Adult,Low,48-72 Months,No,Silver,Low,Online,No Internet,2,79.24,Active,"Downey, California",22.97741935483871,"(33.921793, -118.140588)",Churned,Highly Loyal,Standard
5630-AHZIL,1,United States,California,El Segundo,90245,"33.917145, -118.401554",33.917145,-118.401554,Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,0,54,5613,Attitude of support person,Adult,Medium,0-12 Months,Yes,Platinum,Medium,Online,DSL,4,77.33,Active,"El Segundo, California",59.13333333333333,"(33.917145, -118.401554)",Churned,New,VIP
2673-CXQEU,1,United States,California,Gardena,90247,"33.890853, -118.297967",33.890853,-118.297967,Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,0,21,4463,Attitude of support person,Senior Citizen,High,48-72 Months,No,Silver,Low,Online,Fiber,7,102.03,Active,"Gardena, California",109.63392857142857,"(33.890853, -118.297967)",Churned,Loyal,Standard
6416-JNVRK,1,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,0,56,2867,Attitude of support person,Adult,Medium,24-48 Months,No,Bronze,Medium,Online,DSL,2,57.07000000000001,Active,"Gardena, California",58.45326086956521,"(33.876482, -118.284077)",Churned,Loyal,Standard
5590-ZSKRV,1,United States,California,Gardena,90249,"33.90139, -118.315697",33.90139,-118.315697,Female,No,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,No,0,43,5614,Attitude of support person,Adult,Medium,0-12 Months,Yes,Platinum,Low,Offline,DSL,3,74.34,Active,"Gardena, California",60.28125,"(33.90139, -118.315697)",Churned,New,VIP
0191-ZHSKZ,1,United States,California,Hawthorne,90250,"33.914775, -118.348083",33.914775,-118.348083,Male,Yes,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No,0,55,3033,Attitude of support person,Senior Citizen,High,24-48 Months,No,Bronze,Medium,Online,DSL,5,67.33,Active,"Hawthorne, California",70.37666666666668,"(33.914775, -118.348083)",Churned,Regular,Standard
3887-PBQAO,1,United States,California,Hermosa Beach,90254,"33.86532, -118.396336",33.86532,-118.396336,Female,No,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,No,0,78,5741,Attitude of support person,Adult,Low,24-48 Months,Yes,Platinum,High,Online,No Internet,2,85.41,Active,"Hermosa Beach, California",27.035555555555554,"(33.86532, -118.396336)",Churned,Loyal,VIP At Risk
8108-UXRQN,1,United States,California,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.351813,Female,No,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,No,0,28,3443,Attitude of support person,Adult,Medium,0-12 Months,No,Bronze,Low,Online,DSL,3,53.83,Active,"Lawndale, California",51.39545454545455,"(33.88856, -118.351813)",Churned,New,Standard
9919-YLNNG,1,United States,California,Malibu,90263,"34.037037, -118.705803",34.037037,-118.705803,Female,No,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No,0,37,4005,Attitude of support person,Adult,High,24-48 Months,No,Silver,Low,Online,Fiber,6,86.85,Active,"Malibu, California",103.03571428571429,"(34.037037, -118.705803)",Churned,Loyal,Standard
0318-ZOPWS,1,United States,California,Malibu,90265,"34.074572, -118.831181",34.074572,-118.831181,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,No,0,37,5422,Attitude of support person,Adult,Low,48-72 Months,Yes,Platinum,Low,Online,No Internet,1,78.82,Active,"Malibu, California",19.864285714285714,"(34.074572, -118.831181)",Churned,Loyal,VIP
4445-ZJNMU,1,United States,California,Manhattan Beach,90266,"33.889632, -118.39737",33.889632,-118.39737,Male,No,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,No,0,69,3540,Attitude of support person,Adult,High,0-12 Months,No,Silver,Medium,Online,Fiber,5,64.0,Active,"Manhattan Beach, California",102.08333333333333,"(33.889632, -118.39737)",Churned,New,Standard
4808-YNLEU,1,United States,California,Maywood,90270,"33.988572, -118.186565",33.988572,-118.186565,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No,0,39,5255,Attitude of support person,Adult,Medium,24-48 Months,Yes,Gold,Low,Online,DSL,3,81.55,Active,"Maywood, California",63.29857142857142,"(33.988572, -118.186565)",Churned,Regular,VIP
1862-QRWPE,1,United States,California,Pacific Palisades,90272,"34.079449, -118.548306",34.079449,-118.548306,Female,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,No,0,25,4124,Attitude of support person,Adult,Low,24-48 Months,No,Silver,Low,Online,No Internet,1,65.44,Active,"Pacific Palisades, California",22.020833333333332,"(34.079449, -118.548306)",Churned,Loyal,Standard
2796-NNUFI,1,United States,California,Palos Verdes Peninsula,90274,"33.788208, -118.404955",33.788208,-118.404955,Female,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,No,0,80,5480,Attitude of support person,Adult,Low,24-48 Months,Yes,Platinum,High,Offline,No Internet,1,78.2,Active,"Palos Verdes Peninsula, California",20.15434782608696,"(33.788208, -118.404955)",Churned,Loyal,VIP At Risk
3016-KSVCP,1,United States,California,Rancho Palos Verdes,90275,"33.753146, -118.367459",33.753146,-118.367459,Male,No,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,0,62,3664,Attitude of support person,Adult,Low,24-48 Months,No,Silver,Medium,Offline,DSL,1,53.24,Active,"Rancho Palos Verdes, California",34.80172413793103,"(33.753146, -118.367459)",Churned,Regular,Standard
4767-HZZHQ,1,United States,California,Redondo Beach,90277,"33.830453, -118.384565",33.830453,-118.384565,Male,No,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,0,9,5036,Attitude of support person,Adult,High,24-48 Months,Yes,Gold,Low,Online,Fiber,3,77.36,Active,"Redondo Beach, California",85.67333333333333,"(33.830453, -118.384565)",Churned,Regular,VIP
2424-WVHPL,1,United States,California,Redondo Beach,90278,"33.873395, -118.37019",33.873395,-118.37019,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No,0,60,4182,Attitude of support person,Senior Citizen,High,0-12 Months,No,Silver,Medium,Online,Fiber,2,52.22,Active,"Redondo Beach, California",74.7,"(33.873395, -118.37019)",Churned,New,Standard
7233-PAHHL,1,United States,California,South Gate,90280,"33.944624, -118.192615",33.944624,-118.192615,Male,No,Yes,No,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No,0,24,5825,Attitude of support person,Adult,High,48-72 Months,Yes,Platinum,Low,Offline,DSL,7,119.65,Active,"South Gate, California",86.57954545454545,"(33.944624, -118.192615)",Churned,Highly Loyal,VIP
6067-NGCEU,1,United States,California,Topanga,90290,"34.115192, -118.61017",34.115192,-118.61017,Female,No,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,No,0,38,5261,Attitude of support person,Adult,High,48-72 Months,Yes,Gold,Low,Online,Fiber,7,113.61,Active,"Topanga, California",109.33846153846154,"(34.115192, -118.61017)",Churned,Highly Loyal,VIP
9848-JQJTX,1,United States,California,Venice,90291,"33.991782, -118.479229",33.991782,-118.479229,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,No,0,54,5781,Attitude of support person,Adult,High,48-72 Months,Yes,Platinum,Medium,Online,Fiber,6,116.61,Active,"Venice, California",103.59791666666666,"(33.991782, -118.479229)",Churned,Highly Loyal,VIP
9803-FTJCG,1,United States,California,Playa Del Rey,90293,"33.947305, -118.439841",33.947305,-118.439841,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,No,0,26,4117,Attitude of support person,Adult,Medium,48-72 Months,No,Silver,Low,Online,DSL,5,94.57000000000001,Active,"Playa Del Rey, California",66.8830985915493,"(33.947305, -118.439841)",Churned,Highly Loyal,Standard
